Store_Ratio,Basket_Ratio,Score_4,popularity
0.615,0.466,143.401,3
0.728,0.636,96.512,4
0.612,0.258,128.303,4
0.66,0.249,107.977,4
0.6559999999999999,0.6459999999999999,180.02599999999998,4
0.691,0.474,143.783,4
0.53,0.8109999999999999,132.72,4
0.892,0.47,108.92,4
0.639,0.569,142.967,4
0.5920000000000001,0.584,160.048,4
0.409,0.00926,73.085,4
0.8109999999999999,0.6579999999999999,124.957,4
0.619,0.7509999999999999,180.188,4
0.89,0.846,109.972,4
0.513,0.3979999999999999,77.436,4
0.728,0.019,110.008,3
0.6659999999999999,0.593,140.013,4
0.6709999999999999,0.939,129.023,4
0.738,0.5579999999999999,80.03,4
0.447,0.00977,67.76,3
0.7979999999999999,0.376,87.03399999999999,4
0.562,0.623,151.825,4
0.76,0.479,89.911,4
0.292,0.0382,53.081,4
0.664,0.357,113.067,4
0.7190000000000001,0.42,124.948,4
0.569,0.146,116.928,3
0.602,0.748,93.911,4
0.596,0.738,127.961,4
0.0962,0.0765,68.171,3
0.7070000000000001,0.513,115.8,4
0.7559999999999999,0.855,92.905,4
0.3989999999999999,0.0697,181.976,4
0.8390000000000001,0.69,103.964,4
0.5429999999999999,0.481,83.848,4
0.3329999999999999,0.922,162.97799999999998,4
0.472,0.7140000000000001,98.992,4
0.315,0.7120000000000001,131.509,3
0.423,0.337,93.994,4
0.637,0.609,94.031,4
0.3829999999999999,0.662,121.154,4
0.493,0.643,144.717,4
0.111,0.0219,88.37899999999999,4
0.144,0.0641,90.685,4
0.718,0.415,132.914,4
0.823,0.6559999999999999,103.017,4
0.691,0.534,106.087,4
0.235,0.965,185.278,4
0.773,0.747,126.014,4
0.41,0.172,182.094,4
0.262,0.6509999999999999,73.156,4
0.679,0.367,119.956,1
0.8240000000000001,0.7829999999999999,114.028,4
0.54,0.889,129.783,4
0.488,0.153,143.907,4
0.831,0.604,98.982,4
0.721,0.667,134.997,3
0.344,0.748,179.93,4
0.597,0.7440000000000001,128.009,4
0.525,0.594,157.917,4
0.326,0.872,173.38099999999997,4
0.607,0.7490000000000001,127.998,4
0.516,0.529,129.97299999999998,4
0.211,0.0408,57.376000000000005,4
0.688,0.532,164.06799999999998,4
0.239,0.0264,144.363,3
0.5760000000000001,0.8109999999999999,186.117,4
0.73,0.619,96.988,4
0.402,0.29,204.447,4
0.767,0.782,99.996,4
0.233,0.118,167.153,3
0.4479999999999999,0.522,114.99,4
0.3929999999999999,0.0462,73.464,4
0.351,0.0158,63.542,4
0.768,0.919,95.038,4
0.545,0.757,152.217,4
0.687,0.792,100.015,4
0.562,0.5429999999999999,113.022,4
0.7979999999999999,0.61,95.343,4
0.775,0.6409999999999999,109.967,4
0.623,0.278,76.977,4
0.631,0.4029999999999999,122.963,4
0.35,0.188,48.701,4
0.647,0.198,93.46,5
0.6940000000000001,0.481,119.845,4
0.7759999999999999,0.252,87.115,4
0.8370000000000001,0.7909999999999999,91.98,4
0.609,0.00804,126.469,4
0.787,0.5429999999999999,115.554,4
0.545,0.67,151.553,4
0.487,0.0383,67.829,4
0.5329999999999999,0.0289999999999999,135.944,4
0.736,0.316,110.002,4
0.747,0.86,90.445,4
0.474,0.872,110.036,3
0.747,0.612,135.023,4
0.623,0.5720000000000001,78.02,4
0.374,0.7390000000000001,148.078,3
0.69,0.64,97.402,4
0.7,0.7090000000000001,122.019,4
0.4639999999999999,0.799,96.839,4
0.522,0.716,149.929,4
0.6920000000000001,0.253,104.123,4
0.411,0.654,62.065,4
0.5539999999999999,0.5760000000000001,74.942,4
0.643,0.725,93.975,4
0.486,0.472,82.024,3
0.77,0.882,99.991,4
0.415,0.405,109.56,4
0.631,0.00579,79.681,4
0.922,0.589,140.134,4
0.23,0.0592,89.965,4
0.698,0.367,104.853,3
0.1159999999999999,0.107,88.155,4
0.3329999999999999,0.0634,168.232,4
0.258,0.132,185.069,4
0.2789999999999999,0.0493,139.469,4
0.431,0.5429999999999999,77.507,4
0.647,0.708,95.199,4
0.713,0.473,79.501,4
0.782,0.5579999999999999,85.971,4
0.8759999999999999,0.3779999999999999,130.988,4
0.5479999999999999,0.0748,71.882,4
0.162,0.0189,62.245,4
0.5670000000000001,0.1669999999999999,86.01700000000001,4
0.326,0.2,125.385,4
0.6759999999999999,0.216,58.011,4
0.83,0.5710000000000001,121.834,4
0.899,0.713,90.051,4
0.144,0.049,66.888,3
0.511,0.745,84.977,4
0.218,0.00902,123.121,3
0.449,0.583,93.522,4
0.718,0.4589999999999999,154.03,4
0.26,0.0262,200.15,4
0.7509999999999999,0.7879999999999999,133.29399999999998,4
0.794,0.7559999999999999,123.066,4
0.831,0.437,129.95600000000002,4
0.467,0.958,145.92,4
0.439,0.447,137.156,4
0.56,0.216,85.06700000000001,4
0.4589999999999999,0.601,75.898,4
0.165,0.414,83.311,4
0.758,0.123,85.041,4
0.722,0.794,126.065,4
0.534,0.0993,120.076,4
0.308,0.873,143.519,4
0.7390000000000001,0.52,109.914,4
0.5379999999999999,0.777,131.835,4
0.5489999999999999,0.0268,116.352,4
0.7240000000000001,0.565,122.461,4
0.664,0.884,120.034,4
0.735,0.451,117.973,4
0.6940000000000001,0.617,127.928,4
0.648,0.346,92.091,4
0.173,0.0185,138.268,4
0.8759999999999999,0.568,98.027,4
0.313,0.0893,107.93,4
0.412,0.815,127.035,4
0.3829999999999999,0.575,90.151,4
0.18,0.067,175.968,3
0.7929999999999999,0.551,97.013,4
0.933,0.528,109.967,4
0.682,0.537,124.574,4
0.54,0.0501,61.608,4
0.8490000000000001,0.489,113.972,4
0.73,0.907,116.016,4
0.747,0.226,123.789,4
0.237,0.0082,206.236,3
0.698,0.893,79.997,4
0.757,0.937,100.001,4
0.767,0.792,119.998,4
0.295,0.679,197.96400000000003,3
0.5489999999999999,0.352,134.374,4
0.5579999999999999,0.613,90.877,5
0.489,0.0523,72.415,4
0.643,0.899,127.994,3
0.508,0.319,123.05,4
0.0938,0.0237,78.203,4
0.589,0.82,117.307,4
0.191,0.941,130.112,4
0.825,0.483,139.98,4
0.226,0.23,81.525,3
0.818,0.475,78.49600000000001,4
0.562,0.911,124.532,4
0.595,0.326,79.94800000000001,4
0.687,0.7929999999999999,100.993,4
0.611,0.237,106.246,4
0.4579999999999999,0.123,143.786,4
0.629,0.718,170.155,4
0.417,0.0163,76.732,4
0.78,0.528,155.95,4
0.0623,0.0403,62.484,4
0.204,0.0636,62.485,3
0.611,0.19,118.864,4
0.7390000000000001,0.32,82.661,4
0.3429999999999999,0.363,107.765,1
0.406,0.188,120.757,4
0.833,0.871,130.113,4
0.305,0.0501,180.996,3
0.58,0.414,136.93,3
0.304,0.119,107.148,3
0.7090000000000001,0.802,177.06599999999997,4
0.5920000000000001,0.142,108.473,4
0.6859999999999999,0.7829999999999999,99.978,4
0.451,0.534,146.06799999999998,3
0.785,0.721,121.962,4
0.579,0.878,165.972,4
0.7559999999999999,0.903,99.995,4
0.485,0.0088,85.77799999999999,4
0.659,0.48,83.985,4
0.784,0.249,79.97,4
0.757,0.487,89.00200000000001,4
0.327,0.4029999999999999,100.016,3
0.914,0.551,92.889,4
0.711,0.527,105.01,4
0.742,0.6970000000000001,179.862,4
0.703,0.594,153.84799999999998,4
0.715,0.8170000000000001,133.858,4
0.597,0.71,150.13,4
0.296,0.107,70.55,3
0.674,0.578,172.498,4
0.54,0.634,116.461,4
0.675,0.479,81.99799999999999,4
0.518,0.479,80.005,4
0.53,0.3329999999999999,174.11900000000003,4
0.4029999999999999,0.0621,135.761,4
0.531,0.868,96.139,4
0.581,0.584,179.954,4
0.102,0.0332,178.43200000000002,4
0.613,0.478,106.042,4
0.68,0.578,145.03799999999998,4
0.5489999999999999,0.722,103.885,4
0.363,0.272,145.959,4
0.6509999999999999,0.693,118.97,4
0.604,0.6,82.695,4
0.384,0.39,105.386,4
0.144,0.00984,140.10399999999998,3
0.457,0.55,84.07799999999999,4
0.642,0.52,136.014,4
0.233,0.254,83.413,4
0.677,0.938,119.061,4
0.6859999999999999,0.857,124.037,4
0.657,0.873,129.916,4
0.753,0.143,120.526,4
0.457,0.0846,63.995,3
0.299,0.933,180.092,3
0.6940000000000001,0.799,167.82,4
0.7,0.745,81.59,4
0.828,0.628,119.977,4
0.243,0.809,182.679,3
0.192,0.00531,56.895,5
0.5379999999999999,0.8079999999999999,170.032,4
0.778,0.727,119.972,4
0.59,0.818,139.925,4
0.69,0.76,111.998,4
0.291,0.0181,80.09100000000001,4
0.296,0.0435,72.282,1
0.779,0.905,129.938,4
0.593,0.693,150.489,4
0.397,0.0233,130.02,5
0.481,0.94,96.493,4
0.419,0.342,86.296,4
0.474,0.772,169.893,4
0.606,0.452,126.687,4
0.763,0.588,155.444,4
0.718,0.486,79.999,4
0.853,0.56,134.066,4
0.2019999999999999,0.0444,66.471,3
0.483,0.209,78.248,4
0.322,0.16,71.928,4
0.623,0.127,91.625,4
0.602,0.762,122.443,4
0.807,0.5,97.09,4
0.607,0.5579999999999999,139.335,4
0.22,0.031,109.328,4
0.774,0.619,86.74700000000001,4
0.6829999999999999,0.828,95.032,4
0.455,0.79,125.964,4
0.688,0.477,127.866,4
0.3289999999999999,0.0172,137.644,4
0.494,0.684,81.084,4
0.365,0.3379999999999999,79.241,4
0.939,0.65,134.727,4
0.527,0.00635,69.758,3
0.607,0.0911,137.113,4
0.275,0.272,107.897,4
0.774,0.608,137.494,4
0.491,0.919,89.891,4
0.72,0.591,89.98700000000001,4
0.688,0.852,124.969,4
0.417,0.512,170.30599999999998,4
0.611,0.421,140.547,4
0.659,0.6779999999999999,106.186,4
0.578,0.866,128.03799999999998,4
0.555,0.662,148.128,4
0.516,0.941,145.048,4
0.665,0.28,101.892,4
0.753,0.498,89.95,4
0.593,0.6809999999999999,81.316,4
0.0734,0.846,174.422,4
0.389,0.885,164.989,4
0.7090000000000001,0.517,105.369,4
0.335,0.00501,132.085,3
0.45,0.441,208.282,4
0.747,0.861,103.966,4
0.6779999999999999,0.7509999999999999,171.84,4
0.537,0.84,124.269,4
0.514,0.8170000000000001,186.765,4
0.407,0.518,144.763,4
0.498,0.679,99.702,3
0.7390000000000001,0.441,124.081,4
0.635,0.875,111.005,4
0.569,0.0134,98.696,3
0.792,0.797,110.034,4
0.1669999999999999,0.148,76.41199999999999,3
0.7609999999999999,0.363,109.025,4
0.741,0.508,116.572,4
0.4429999999999999,0.574,145.011,3
0.688,0.532,164.06799999999998,4
0.556,0.336,120.121,4
0.19,0.1939999999999999,104.015,4
0.478,0.366,121.683,3
0.384,0.3929999999999999,72.762,4
0.283,0.122,83.74600000000001,4
0.4479999999999999,0.173,108.107,4
0.716,0.73,120.94,4
0.472,0.516,153.231,5
0.654,0.275,109.94,4
0.314,0.863,134.815,4
0.652,0.862,173.859,4
0.423,0.106,89.632,4
0.672,0.735,115.741,4
0.64,0.7879999999999999,128.961,4
0.721,0.337,170.053,4
0.542,0.6729999999999999,99.162,4
0.215,0.0397,173.678,4
0.823,0.586,125.971,4
0.0789,0.044,174.851,3
0.444,0.0515,140.64,4
0.611,0.875,128.0,4
0.636,0.8240000000000001,142.553,4
0.586,0.0287,69.834,4
0.537,0.295,112.272,3
0.705,0.47,102.0,4
0.7170000000000001,0.728,94.828,4
0.8220000000000001,0.743,96.025,4
0.8859999999999999,0.605,122.052,4
0.774,0.5720000000000001,134.033,4
0.182,0.0384,114.865,4
0.614,0.715,117.956,4
0.627,0.489,119.201,4
0.585,0.445,119.937,3
0.654,0.901,140.004,4
0.753,0.996,133.96200000000002,4
0.376,0.8320000000000001,167.467,4
0.696,0.708,149.994,4
0.446,0.612,75.017,4
0.7879999999999999,0.748,91.472,4
0.348,0.159,122.842,4
0.461,0.892,137.35,4
0.904,0.584,105.674,4
0.581,0.67,123.847,4
0.662,0.672,110.335,4
0.746,0.898,121.967,4
0.503,0.181,82.976,3
0.629,0.797,92.872,4
0.603,0.861,127.962,4
0.544,0.7120000000000001,125.412,4
0.7440000000000001,0.4529999999999999,103.773,4
0.359,0.305,151.95600000000002,4
0.53,0.765,96.079,4
0.655,0.469,108.103,4
0.51,0.0067599999999999,70.47800000000001,4
0.794,0.894,124.97,4
0.1639999999999999,0.00844,76.443,1
0.331,0.564,81.543,1
0.574,0.805,95.978,4
0.337,0.0792,82.251,4
0.103,0.0529,85.12200000000001,4
0.3989999999999999,0.618,168.685,4
0.809,0.68,143.988,4
0.317,0.0675,173.18,4
0.609,0.746,164.173,4
0.242,0.00627,74.7,3
0.759,0.899,106.968,4
0.845,0.591,122.011,4
0.188,0.657,102.336,1
0.7390000000000001,0.589,89.243,1
0.203,0.0844,137.72,3
0.602,0.7709999999999999,125.024,4
0.2769999999999999,0.0283,197.453,4
0.674,0.6459999999999999,148.1,4
0.823,0.3989999999999999,114.999,4
0.109,0.119,68.943,4
0.552,0.988,139.941,4
0.48,0.618,82.051,4
0.297,0.407,133.247,3
0.785,0.304,129.95,4
0.5720000000000001,0.3329999999999999,94.997,4
0.7809999999999999,0.67,127.99,4
0.411,0.6,80.396,4
0.87,0.498,92.887,4
0.551,0.318,141.158,4
0.259,0.165,73.49,3
0.653,0.297,180.025,4
0.644,0.523,95.966,4
0.6659999999999999,0.38,115.94,4
0.446,0.546,116.883,4
0.743,0.735,92.004,4
0.66,0.0375,145.954,4
0.535,0.382,130.197,4
0.774,0.8390000000000001,142.985,4
0.452,0.524,151.505,4
0.72,0.1689999999999999,119.956,4
0.693,0.6779999999999999,103.952,4
0.556,0.969,103.994,4
0.6890000000000001,0.434,86.96700000000001,4
0.237,0.0859,167.50099999999998,3
0.657,0.7140000000000001,99.991,4
0.133,0.0978,173.267,4
0.846,0.625,142.066,4
0.482,0.3829999999999999,159.64700000000002,4
0.586,0.615,100.05,4
0.122,0.131,78.917,5
0.37,0.0103,90.12,4
0.657,0.648,99.92,4
0.642,0.767,123.993,4
0.562,0.379,171.84799999999998,4
0.755,0.7020000000000001,122.338,4
0.687,0.857,90.115,4
0.0805,0.0495,82.042,4
0.7509999999999999,0.7829999999999999,119.975,4
0.7929999999999999,0.428,120.942,4
0.635,0.8759999999999999,128.05200000000002,4
0.677,0.705,124.485,4
0.78,0.75,143.072,4
0.6679999999999999,0.614,89.977,4
0.799,0.168,75.018,4
0.647,0.838,125.927,4
0.561,0.66,143.983,4
0.795,0.71,109.689,4
0.3329999999999999,0.138,136.523,5
0.619,0.0746,75.806,4
0.3829999999999999,0.00952,135.194,3
0.489,0.6679999999999999,178.042,4
0.76,0.964,125.003,4
0.6409999999999999,0.324,110.184,4
0.5720000000000001,0.418,104.566,4
0.483,0.12,109.465,4
0.351,0.935,158.018,4
0.547,0.693,119.567,4
0.6659999999999999,0.289,71.017,1
0.63,0.696,94.034,4
0.733,0.218,87.14299999999999,4
0.647,0.942,130.97799999999998,4
0.657,0.574,124.252,4
0.6759999999999999,0.5920000000000001,92.97,4
0.741,0.7979999999999999,104.953,4
0.498,0.141,139.099,4
0.529,0.612,119.272,4
0.131,0.0539,66.733,5
0.307,0.054,86.82600000000001,3
0.193,0.0811,69.956,4
0.716,0.695,96.994,4
0.45,0.42,119.149,4
0.621,0.4429999999999999,125.101,4
0.529,0.214,124.069,4
0.138,0.0109,101.226,4
0.208,0.00643,66.291,4
0.319,0.109,118.676,3
0.643,0.446,139.006,4
0.5,0.225,173.78799999999998,3
0.872,0.6829999999999999,122.01,4
0.313,0.11,137.488,4
0.574,0.3939999999999999,109.999,4
0.526,0.989,149.998,4
0.612,0.8290000000000001,94.961,4
0.384,0.0386,179.437,4
0.6609999999999999,0.759,106.689,4
0.8320000000000001,0.7170000000000001,100.016,4
0.746,0.765,114.044,4
0.654,0.623,123.996,4
0.4379999999999999,0.4039999999999999,116.142,4
0.742,0.83,96.967,4
0.858,0.833,107.977,4
0.074,0.038,78.79899999999999,3
0.511,0.0439,100.836,4
0.7040000000000001,0.429,119.688,5
0.503,0.8079999999999999,107.973,4
0.527,0.2269999999999999,106.064,4
0.682,0.336,119.767,4
0.422,0.0221,106.958,4
0.0646,0.00223,64.568,5
0.186,0.0105,104.294,3
0.755,0.422,119.995,4
0.556,0.0134,119.535,4
0.772,0.467,87.97399999999999,4
0.41,0.00299,66.982,4
0.515,0.833,178.47099999999998,4
0.64,0.82,130.108,4
0.3279999999999999,0.941,107.461,4
0.4379999999999999,0.296,111.153,4
0.951,0.6,125.04,4
0.344,0.2,163.696,3
0.507,0.327,107.942,4
0.475,0.033,81.561,4
0.868,0.347,110.059,4
0.544,0.593,135.245,3
0.8640000000000001,0.916,120.02,4
0.68,0.6779999999999999,131.165,4
0.419,0.0214,74.467,1
0.286,0.14,85.795,5
0.851,0.551,131.922,4
0.131,0.0539,66.733,5
0.145,0.126,77.899,5
0.275,0.524,106.094,3
0.601,0.8059999999999999,104.928,4
0.0904,0.1939999999999999,78.99,4
0.535,0.0206,48.36,4
0.309,0.0416,209.646,3
0.626,0.04,117.136,4
0.396,0.909,100.074,4
0.6559999999999999,0.66,116.043,4
0.418,0.537,132.749,3
0.669,0.8320000000000001,113.035,4
0.665,0.4379999999999999,99.996,4
0.4429999999999999,0.369,174.107,3
0.5539999999999999,0.7859999999999999,120.057,4
0.542,0.8390000000000001,121.026,4
0.7879999999999999,0.402,141.374,4
0.6609999999999999,0.908,144.091,4
0.351,0.8029999999999999,120.058,4
0.92,0.78,128.035,4
0.599,0.4479999999999999,95.05,3
0.804,0.39,137.972,4
0.569,0.809,115.912,4
0.956,0.745,107.075,4
0.562,0.245,92.809,4
0.645,0.02,132.241,4
0.765,0.713,125.98,4
0.665,0.186,80.98899999999999,4
0.1009999999999999,0.0509,83.025,4
0.6609999999999999,0.7120000000000001,108.038,4
0.541,0.452,89.87100000000001,4
0.772,0.8740000000000001,97.993,4
0.836,0.8240000000000001,106.015,4
0.78,0.391,170.105,4
0.691,0.534,106.087,4
0.177,0.0059,135.486,3
0.695,0.762,120.042,4
0.5710000000000001,0.0964,100.133,4
0.8490000000000001,0.645,116.071,4
0.352,0.00389,173.967,4
0.665,0.236,179.96099999999998,4
0.672,0.152,75.515,4
0.5820000000000001,0.262,95.191,4
0.703,0.4429999999999999,87.96799999999999,4
0.447,0.966,164.106,4
0.754,0.385,176.014,4
0.69,0.622,102.04,4
0.762,0.7,116.073,4
0.7190000000000001,0.505,124.803,4
0.284,0.527,169.19799999999998,4
0.412,0.2269999999999999,80.111,4
0.456,0.188,111.984,4
0.769,0.437,103.921,4
0.805,0.65,96.458,4
0.482,0.0052299999999999,95.957,4
0.863,0.6659999999999999,163.908,4
0.633,0.952,95.422,4
0.502,0.792,155.90200000000002,4
0.0752,0.0701,67.779,4
0.713,0.474,99.86,4
0.578,0.524,135.739,4
0.6940000000000001,0.745,103.269,4
0.716,0.6559999999999999,119.988,4
0.6829999999999999,0.82,128.064,4
0.884,0.487,111.026,4
0.271,0.0672,125.973,1
0.489,0.852,126.87,3
0.802,0.591,139.864,4
0.4629999999999999,0.71,78.14399999999999,4
0.68,0.541,85.041,4
0.332,0.299,118.978,4
0.519,0.2789999999999999,116.159,4
0.809,0.873,100.013,4
0.509,0.608,151.961,4
0.446,0.611,95.383,4
0.599,0.377,74.314,4
0.429,0.5660000000000001,159.915,4
0.534,0.122,126.672,4
0.496,0.5770000000000001,143.014,4
0.649,0.947,164.94299999999998,4
0.148,0.0195,69.84899999999999,3
0.603,0.8640000000000001,165.033,4
0.429,0.564,104.212,4
0.5870000000000001,0.299,94.992,3
0.688,0.685,121.067,4
0.507,0.289,87.275,4
0.501,0.784,113.643,4
0.701,0.518,100.018,4
0.5670000000000001,0.57,88.851,4
0.437,0.107,177.872,3
0.626,0.7490000000000001,152.99,4
0.52,0.7090000000000001,76.039,4
0.397,0.0375,66.93,4
0.718,0.1939999999999999,186.128,4
0.79,0.6940000000000001,103.007,4
0.221,0.0498,131.96,1
0.607,0.7879999999999999,126.025,4
0.532,0.1119999999999999,105.729,4
0.552,0.628,101.928,4
0.153,0.8240000000000001,135.784,4
0.461,0.3429999999999999,106.046,4
0.429,0.0434,82.84899999999999,3
0.5,0.0398,72.783,4
0.241,0.0553,135.859,1
0.5529999999999999,0.857,134.954,4
0.3929999999999999,0.0193,65.85600000000001,4
0.541,0.0448,73.05199999999999,4
0.6609999999999999,0.446,116.0,4
0.596,0.521,96.035,4
0.473,0.25,66.715,3
0.6679999999999999,0.921,120.0,4
0.55,0.053,99.525,4
0.63,0.76,160.18,4
0.0905,0.0662,77.601,3
0.3989999999999999,0.381,86.585,5
0.291,0.0181,80.09100000000001,4
0.7709999999999999,0.53,100.989,4
0.41,0.0541,85.039,4
0.682,0.7,120.03,4
0.517,0.914,174.21099999999998,4
0.0593,0.235,64.516,4
0.5,0.2769999999999999,149.876,4
0.428,0.276,99.195,1
0.78,0.395,170.017,4
0.6890000000000001,0.643,136.002,4
0.742,0.44,87.89,4
0.805,0.758,121.019,4
0.4029999999999999,0.374,109.533,3
0.4479999999999999,0.915,154.149,4
0.7509999999999999,0.439,119.98,4
0.619,0.718,135.981,4
0.887,0.606,139.995,4
0.542,0.526,102.959,4
0.894,0.7959999999999999,99.993,4
0.637,0.868,100.048,4
0.818,0.7390000000000001,89.95,4
0.414,0.128,112.439,3
0.452,0.0238,109.71,4
0.573,0.722,144.209,4
0.573,0.7390000000000001,97.085,4
0.163,0.0145,131.10299999999998,5
0.326,0.995,105.459,4
0.502,0.175,96.12,3
0.7440000000000001,0.205,75.044,4
0.607,0.395,172.077,4
0.335,0.251,153.298,3
0.409,0.816,164.84099999999998,4
0.527,0.0929,74.348,1
0.583,0.276,78.079,4
0.172,0.027,70.518,3
0.721,0.2769999999999999,131.935,4
0.7390000000000001,0.511,96.038,4
0.319,0.0561,79.764,3
0.5379999999999999,0.2789999999999999,80.928,4
0.225,0.0047,163.665,4
0.82,0.33,115.956,4
0.605,0.365,84.62799999999999,4
0.47,0.455,71.663,4
0.762,0.7809999999999999,95.017,4
0.186,0.0107,79.775,3
0.462,0.0174,77.495,3
0.391,0.93,179.99,4
0.693,0.5379999999999999,95.993,4
0.49,0.0472,146.832,3
0.5579999999999999,0.632,161.764,4
0.34,0.3979999999999999,171.391,3
0.414,0.7,76.79,4
0.42,0.0118,98.156,3
0.752,0.916,122.029,4
0.794,0.7559999999999999,123.066,4
0.6709999999999999,0.422,141.97,4
0.866,0.701,120.031,4
0.552,0.0127,58.874,4
0.509,0.0587,132.392,4
0.325,0.367,66.616,4
0.799,0.69,108.021,4
0.591,0.422,75.021,4
0.253,0.00614,64.24600000000001,5
0.427,0.3379999999999999,180.00799999999998,4
0.871,0.743,130.977,4
0.76,0.703,95.997,4
0.294,0.0709,66.21300000000001,3
0.299,0.00626,69.043,4
0.5820000000000001,0.0811,98.946,4
0.674,0.774,112.05,4
0.789,0.742,116.965,4
0.731,0.867,104.019,4
0.8,0.7040000000000001,149.954,4
0.664,0.8340000000000001,86.025,4
0.6659999999999999,0.628,82.992,4
0.631,0.239,79.859,4
0.6990000000000001,0.1889999999999999,129.79399999999998,4
0.456,0.8740000000000001,200.179,4
0.517,0.716,122.952,4
0.272,0.0928,88.647,4
0.54,0.892,106.594,3
0.415,0.2319999999999999,98.972,4
0.7,0.899,130.039,4
0.3429999999999999,0.828,182.664,4
0.552,0.35,174.12400000000002,4
0.747,0.74,176.05900000000003,4
0.461,0.1989999999999999,86.771,3
0.537,0.701,120.919,4
0.737,0.802,144.015,4
0.429,0.171,75.014,4
0.4589999999999999,0.0642,116.413,4
0.479,0.368,92.959,4
0.222,0.0326,156.849,1
0.745,0.713,90.00399999999999,4
0.397,0.966,167.868,4
0.69,0.7859999999999999,100.049,4
0.731,0.867,104.019,4
0.652,0.104,118.523,3
0.531,0.653,154.66,4
0.382,0.21,126.32,3
0.722,0.5539999999999999,159.939,4
0.419,0.0168,63.238,4
0.763,0.509,132.06799999999998,4
0.18,0.109,72.086,4
0.539,0.243,108.253,4
0.374,0.727,155.127,4
0.722,0.5429999999999999,85.036,4
0.408,0.941,95.323,4
0.818,0.773,122.016,4
0.728,0.228,75.128,4
0.722,0.833,93.941,4
0.777,0.799,120.001,4
0.6859999999999999,0.166,74.987,4
0.655,0.782,79.42699999999999,4
0.569,0.86,90.937,4
0.862,0.7020000000000001,139.871,4
0.301,0.147,82.414,4
0.364,0.922,128.024,4
0.81,0.511,151.947,4
0.497,0.5489999999999999,121.869,4
0.204,0.223,92.732,4
0.0651,0.0163,71.289,4
0.518,0.907,140.982,4
0.935,0.515,119.921,4
0.758,0.723,116.016,4
0.616,0.0227,68.668,4
0.0971,0.177,76.142,4
0.472,0.1159999999999999,110.055,3
0.483,0.563,96.137,4
0.7390000000000001,0.309,119.874,4
0.792,0.1639999999999999,90.125,4
0.486,0.5670000000000001,93.68,4
0.3779999999999999,0.00606,130.56799999999998,3
0.715,0.5720000000000001,145.018,3
0.536,0.691,118.3,4
0.654,0.892,129.98,4
0.47,0.0966,83.079,4
0.381,0.956,145.768,4
0.485,0.313,81.14699999999999,4
0.6829999999999999,0.517,160.03799999999998,4
0.471,0.9,91.318,4
0.13,0.0607,63.851000000000006,4
0.428,0.0415,71.35300000000001,4
0.444,0.0835,141.583,4
0.787,0.728,180.06599999999997,4
0.49,0.581,88.71799999999999,4
0.5820000000000001,0.8290000000000001,90.959,4
0.165,0.0345,129.093,3
0.8690000000000001,0.8640000000000001,126.939,4
0.368,0.00244,70.502,4
0.5579999999999999,0.177,85.887,4
0.71,0.0943,58.687,4
0.633,0.952,95.422,4
0.493,0.354,72.82600000000001,4
0.385,0.4639999999999999,137.839,4
0.3329999999999999,0.637,139.898,4
0.632,0.8240000000000001,85.969,4
0.629,0.551,81.995,4
0.376,0.43,77.59899999999999,3
0.536,0.7040000000000001,103.134,4
0.249,0.0215,128.105,4
0.472,0.21,109.988,4
0.25,0.16,126.112,4
0.4579999999999999,0.7190000000000001,142.032,4
0.347,0.0239,83.96,3
0.746,0.598,159.83,4
0.825,0.496,130.014,4
0.7070000000000001,0.475,125.024,4
0.628,0.111,119.957,3
0.509,0.238,113.998,4
0.792,0.625,103.967,4
0.918,0.434,109.997,4
0.429,0.6609999999999999,173.372,4
0.546,0.8170000000000001,180.024,4
0.6629999999999999,0.6559999999999999,88.973,4
0.265,0.0147,67.676,3
0.765,0.578,132.871,4
0.208,0.018,79.314,4
0.505,0.332,136.06799999999998,4
0.523,0.482,79.581,4
0.475,0.131,95.922,4
0.706,0.8009999999999999,100.013,4
0.456,0.3929999999999999,85.801,4
0.389,0.4429999999999999,76.54,4
0.737,0.784,139.968,4
0.855,0.206,109.992,4
0.423,0.918,144.798,4
0.38,0.00402,128.238,4
0.441,0.462,125.511,4
0.636,0.56,130.028,4
0.413,0.603,172.204,4
0.22,0.0115,77.158,3
0.484,0.696,174.028,4
0.484,0.508,151.86700000000002,4
0.5579999999999999,0.0848,139.526,3
0.792,0.2319999999999999,89.964,4
0.405,0.0238,130.149,4
0.71,0.0943,58.687,4
0.8170000000000001,0.599,108.873,4
0.2,0.138,71.631,4
0.389,0.1,133.839,4
0.957,0.377,112.159,4
0.147,0.0475,207.516,4
0.6729999999999999,0.8859999999999999,97.012,4
0.413,0.148,59.584,4
0.875,0.589,139.936,4
0.14,0.00411,140.546,4
0.4539999999999999,0.0377,162.495,4
0.1009999999999999,0.00213,69.226,4
0.482,0.27,139.97899999999998,4
0.794,0.267,78.988,4
0.541,0.0448,73.05199999999999,4
0.537,0.487,93.969,4
0.4,0.346,149.757,3
0.518,0.2189999999999999,79.991,4
0.6890000000000001,0.585,147.985,4
0.497,0.348,82.176,4
0.931,0.887,102.719,3
0.2339999999999999,0.927,131.003,3
0.0791,0.185,81.601,4
0.528,0.511,100.1,4
0.614,0.465,120.0,4
0.5379999999999999,0.9,177.949,4
0.569,0.8909999999999999,116.985,4
